Headline,Summary,Link,Date
Flexible ATMP Facility Designed To Reflect Company Culture With Integrated Approach,"Umoja Biopharma, Inc., a clinical-stage biotechnology company, sees a different future for oncology and autoimmunity treatment—a future that provides improved patient access and alleviates the burdens of traditional treatment paths.",https://www.csrwire.com/press_releases/793546-flexible-atmp-facility-designed-reflect-company-culture-integrated-approach,01-26-24
"Northern Trust, Limerick Welcomes 2024 Co-Operative Students","Allow us to introduce our 2024 co-operative students, over 50 of them, who have started with the teams at the Northern Trust, Limerick office. We wish them the very best of luck over the coming eight months with us.",https://www.csrwire.com/press_releases/793541-northern-trust-limerick-welcomes-2024-co-operative-students,01-26-24
It’s Time for Industry Leaders To Start Using AI for Good; Here’s How,"When it came time for 17-year-old Esther Egbe – an aspiring engineer living in Texas – to attend college, like millions of students, she needed financial aid to pay for it.",https://www.csrwire.com/press_releases/793536-its-time-industry-leaders-start-using-ai-good-heres-how,01-26-24
IBMer and Veteran Marqueta Pomare Embodies the Spirit of National Mentoring Month Through Volunteering for IBM SkillsBuild,"In honor of National Mentoring Month, meet IBM’s Marqueta Pomare, a Business Transformation Consultant and military veteran, who volunteers for IBM SkillsBuild as a mentor to fellow veterans and members of communities who are historically underrepresented in technology.",https://www.csrwire.com/press_releases/793531-ibmer-and-veteran-marqueta-pomare-embodies-spirit-national-mentoring-month,01-26-24
Growing Together: CNH Strengthens Community Outreach in Thailand,"In the spirit of its commitment to giving back and enhancing the quality of life in the communities it serves, CNH spearheaded a series of activities under its We Care, We Share program.",https://www.csrwire.com/press_releases/793526-growing-together-cnh-strengthens-community-outreach-thailand,01-26-24
"New Report Finds Investors View the Quality of Available Climate Data As “Insufficient”, Recommends Broader Use of High Quality, Independent Assurance","The Ceres Accelerator for Sustainable Capital Markets released a new report today sharing investor insights on the quality of climate data, where the most critical credibility gaps lie, and how high quality, independent assurance can help close those gaps.",https://www.csrwire.com/press_releases/793506-new-report-finds-investors-view-quality-available-climate-data-insufficient,01-25-24
How Neil Doherty and Sysco’s Culinary Team Help Operators Meet Today’s Labor Challenges,"Neil Doherty’s official job title at Sysco is senior director of global culinary development, but it wouldn't be wrong to call him “chief problem solver” for the broadline distributor.",https://www.csrwire.com/press_releases/793501-how-neil-doherty-and-syscos-culinary-team-help-operators-meet-todays-labor,01-25-24
Duke Energy Gives Away Trees To Celebrate Florida Arbor Day,"In honor of Florida Arbor Day, Duke Energy Florida is collaborating with the Arbor Day Foundation’s Energy-Saving Trees program to give away 900 trees to Florida customers.",https://www.csrwire.com/press_releases/793496-duke-energy-gives-away-trees-celebrate-florida-arbor-day,01-25-24
"The Taco Bell Foundation Celebrates Canadian Launch With $40,000 Raised","The Taco Bell Foundation has raised $40,000 for Junior Achievement Canada since the nonprofit organization launched fundraising efforts in Canada last summer. ",https://www.csrwire.com/press_releases/793491-taco-bell-foundation-celebrates-canadian-launch-40000-raised,01-25-24
KeyBank Provides $34.3 Million of Financing for the Rehabilitation of Six Affordable Housing Properties in Chicago,KeyBank Community Development Lending and Investment (CDLI) provided a $34.3 million in construction and permanent financing through the HUD 221(d)(4) Mortgage Insurance program to facilitate the substantial rehabilitation of six low-income apartment buildings.,https://www.csrwire.com/press_releases/793486-keybank-provides-343-million-financing-rehabilitation-six-affordable-housing,01-25-24
Rockwell Automation Earns Perfect Score on the 2023 Corporate Equality Index for 11th Consecutive Year,"Rockwell Automation has received a score of 100 on the Human Rights Campaign (HRC) Foundation’s 2023-2024 Corporate Equality Index (CEI), the nation’s foremost benchmarking survey and report measuring corporate policies and practices related to LGBTQ+ workplace equality.",https://www.csrwire.com/press_releases/793481-rockwell-automation-earns-perfect-score-2023-corporate-equality-index-11th,01-25-24
More Affordable Housing for Seniors: Regions Bank Announces Transaction Supporting Freedom Village,Regions Bank on Thursday announced it has facilitated an equity investment that will expand access to affordable housing for seniors in Montgomery.,https://www.csrwire.com/press_releases/793476-more-affordable-housing-seniors-regions-bank-announces-transaction-supporting,01-25-24
Stay Up to Date With Nasdaq’s 2024 European ESG Reporting & Events Calendar,"With ever more ESG reporting frameworks, ratings, and events coming about, it is important to identify and prioritise those most impactful to your ESG program, as resourcing all of these is unrealistic for most organisations.",https://www.csrwire.com/press_releases/793471-stay-date-nasdaqs-2024-european-esg-reporting-events-calendar,01-25-24
Cintas Corporation Provides Annual Update on Key Safety and Sustainability Business Initiatives ,"Cintas Corporation today published its 2023 Sustainability Report, which provides an update on the company’s continued efforts to elevate its corporate, environmental, social and governance impact – People, Planet, Workday. ",https://www.csrwire.com/press_releases/793466-cintas-corporation-provides-annual-update-key-safety-and-sustainability,01-25-24
Adaptive Re-use and Modernization for Existing Data Centers,"Data centers are a critical part of modern business operations, and their importance is only growing as more data is generated and artificial intelligence puts added pressure on capacities. Many older data centers are struggling to keep up with the demands of modern technology.",https://www.csrwire.com/press_releases/793461-adaptive-re-use-and-modernization-existing-data-centers,01-25-24
HSN Champions Emerging Designers Through Exclusive Collaboration With Harlem’s Fashion Row,"HSN®, a leader in livestream shopping and video storytelling, today announced an exclusive collaboration with Harlem's Fashion Row (HFR), tapping four of the agency’s top designers, each with their own fresh, distinct perspective. Debuting next month will be collections from bran",https://www.csrwire.com/press_releases/793516-hsn-champions-emerging-designers-through-exclusive-collaboration-harlems,01-25-24
Franklin Templeton Employees Embrace the Spirit of Giving Through Involved HOLIDAYS Campaign,"This year, the firm’s global volunteer program, Involved, introduced Involved HOLIDAYS, a special volunteer campaign building upon the momentum of June’s Impact Days to extend the spirit of giving beyond that month and make an impact during the holiday season. ",https://www.csrwire.com/press_releases/793456-franklin-templeton-employees-embrace-spirit-giving-through-involved-holidays,01-25-24
"U.S. Bank Celebrates the Year of the Dragon With Red Envelopes, Calendars","2024 is the Year of the Dragon – the Wood Dragon, to be precise. This year the two-week-long Chinese New Year holiday begins on February 10, 2024, and U.S. Bank is celebrating across its footprint with employees, clients and communities. ",https://www.csrwire.com/press_releases/793451-us-bank-celebrates-year-dragon-red-envelopes-calendars,01-25-24
Revolutionizing K-12 Learning With the Help of Chromebooks,Lenovo continues to innovate and partner with Google for Education to bring the best devices and software together to deliver the best experience for students and educators.,https://www.csrwire.com/press_releases/793446-revolutionizing-k-12-learning-help-chromebooks,01-25-24
How To Get a Bundle To Save a Bundle! (And Other Tips To Get Financially Fit),Chad is one of the experts helping guide people to a healthier bank account during Financial Wellness Month — which lands annually in January — and beyond.,https://www.csrwire.com/press_releases/793441-how-get-bundle-save-bundle-and-other-tips-get-financially-fit,01-25-24
Join Pepco at the 2024 DC Auto Show and Experience the Electric Vehicle Ride and Drive and More!,"We’re proud to once again be a sponsor at the Washington D.C. Auto Show for a fifth year! The District’s premier annual auto show is held at the Walter E. Washington Convention Center and offers car enthusiast a chance to see hundreds of vehicles, including electric vehicles.",https://www.csrwire.com/press_releases/793436-join-pepco-2024-dc-auto-show-and-experience-electric-vehicle-ride-and-drive,01-25-24
